Time,Own1.OwnIdent.Parameters.Name,Own1.OwnPlatform.StateVector.PresentPos.Latitude,Own1.OwnPlatform.StateVector.PresentPos.Longitude,Own1.OwnPlatform.StateVector.PresentPos.AltitudeSea,Own1.OwnPlatform.StateVector.PresentPos.AltitudeGround,Own1.OwnPlatform.StateVector.PresentPos.Heading,Own1.OwnPlatform.StateVector.PresentPos.Pitch,Own1.OwnPlatform.StateVector.PresentPos.Roll,Own1.OwnPlatform.StateVector.DirectionAngles.TrackAngle,Own1.OwnPlatform.StateVector.IncidenceAngles.Alpha,Own1.OwnPlatform.StateVector.Velocity.TAS,Own1.OwnPlatform.StateVector.Velocity.CAS,Own1.OwnPlatform.StateVector.Velocity.Mach,Own1.OwnPlatform.StateVector.Velocity.North,Own1.OwnPlatform.StateVector.Velocity.East,Own1.OwnPlatform.StateVector.Velocity.Down,timeDifferences,North,East,Down,CAS,Heading,Pitch,Roll
msec,N/A,rad,rad,ft,ft,rad,rad,rad,rad,rad,ft/sec,ft/sec,N/A,ft/sec,ft/sec,ft/sec,msec,m/sec,m/sec,m/sec,k/sec,deg,deg,deg
1034503,Own1,0.545,0.604,14052.301,13363.324,5.802,0.114,0.554,-0.495,0.029,605.422,490.073,0.565,530.815,-286.33,-52.793,100,-11163524.29,-2639138.134,599311.5347,290.361054,332.4301127,6.531718864,31.74186185
1034603,Own1,0.545,0.604,14057.573,13368.597,5.806,0.114,0.552,-0.492,0.03,604.918,489.627,0.564,531.27,-284.44,-52.657,99,-11147344.85,-2647865.578,597702.3845,290.0968055,332.6592959,6.531718864,31.62727029
1034702,Own1,0.545,0.604,14062.834,13373.858,5.809,0.115,0.549,-0.488,0.032,604.412,489.159,0.564,531.723,-282.526,-52.575,100,-11131313.48,-2656448.716,596113.4297,289.8195224,332.8311832,6.589014644,31.45538295
1034802,Own1,0.545,0.604,14067.215,13378.239,5.813,0.117,0.544,-0.486,0.034,603.988,488.753,0.563,532.106,-280.89,-52.589,100,-11115106.36,-2665060.214,594510.9242,289.5789734,333.0603663,6.703606203,31.16890406
1034902,Own1,0.545,0.604,14073.361,13384.384,5.818,0.121,0.534,-0.482,0.037,603.382,488.209,0.563,532.646,-278.516,-52.799,103,-11098887.57,-2673621.845,592907.992,289.2566613,333.3468452,6.932789321,30.59594626
1035005,Own1,0.545,0.604,14078.657,13389.681,5.823,0.124,0.523,-0.478,0.04,602.85,487.74,0.562,533.103,-276.411,-53.164,100,-11082165.27,-2682365.794,591250.3789,288.9787857,333.6333241,7.10467666,29.96569269
1035105,Own1,0.545,0.604,14083.105,13394.128,5.827,0.127,0.514,-0.475,0.043,602.394,487.315,0.562,533.544,-274.256,-53.691,100,-11065916.09,-2690790.904,589629.9204,288.7269795,333.8625072,7.276563998,29.45003067
1035205,Own1,0.545,0.604,14088.495,13399.518,5.832,0.131,0.502,-0.472,0.045,601.835,486.802,0.561,533.961,-272.073,-54.349,100,-11049653.47,-2699150.328,587993.3989,288.4230345,334.1489861,7.505747116,28.76248132
1035305,Own1,0.545,0.604,14094.873,13405.897,5.837,0.136,0.488,-0.468,0.049,601.16,486.214,0.561,534.351,-269.856,-55.149,100,-11033378.14,-2707443.214,586336.8212,288.0746531,334.435465,7.792226014,27.9603404
1035405,Own1,0.545,0.604,14100.435,13411.459,5.842,0.141,0.476,-0.464,0.052,600.559,485.667,0.56,534.711,-267.593,-56.12,99,-11017090.93,-2715668.525,584655.8592,287.7505637,334.7219439,8.078704911,27.27279105
1035504,Own1,0.545,0.604,14105.151,13416.174,5.846,0.145,0.466,-0.461,0.055,600.042,485.182,0.56,534.989,-265.67,-57.073,100,-11000955.72,-2723743.296,582962.4064,287.4632083,334.951127,8.307888029,26.69983325
1035604,Own1,0.545,0.604,14110.922,13421.946,5.85,0.151,0.454,-0.457,0.058,599.403,484.629,0.559,535.338,-262.929,-58.615,100,-10984649.06,-2731841.016,581222.8002,287.1355639,335.1803102,8.651662706,26.0122839
1035704,Own1,0.545,0.604,14117.831,13428.855,5.855,0.156,0.44,-0.453,0.061,598.63,483.937,0.558,535.591,-260.556,-60.094,100,-10968331.76,-2739855.189,579436.1933,286.7255641,335.466789,8.938141604,25.21014299
1035804,Own1,0.545,0.604,14123.919,13434.943,5.859,0.16,0.428,-0.449,0.062,597.951,483.343,0.558,535.799,-258.185,-61.684,100,-10952006.74,-2747797.032,577604.5059,286.3736278,335.6959722,9.167324722,24.52259363
1035904,Own1,0.545,0.604,14129.117,13440.14,5.862,0.164,0.419,-0.446,0.063,597.375,482.812,0.557,535.936,-256.229,-63.056,99,-10935675.39,-2755666.607,575724.3547,286.0590181,335.8678595,9.39650784,24.00693162
1036003,Own1,0.545,0.604,14135.505,13446.529,5.865,0.167,0.408,-0.442,0.063,596.674,482.177,0.557,536.054,-253.926,-64.713,100,-10919503.22,-2763398.462,573821.6042,285.6827899,336.0397468,9.568395179,23.37667804
1036103,Own1,0.545,0.604,14143.166,13454.19,5.868,0.17,0.398,-0.438,0.062,595.847,481.434,0.556,536.133,-251.313,-66.61,100,-10903164.09,-2771138.221,571849.128,285.2425734,336.2116342,9.740282517,22.80372025
1036203,Own1,0.545,0.604,14148.773,13459.796,5.87,0.172,0.391,-0.436,0.062,595.25,480.906,0.555,536.155,-249.491,-67.933,100,-10886822.56,-2778798.334,569818.8305,284.9297411,336.3262257,9.854874076,22.40264979
1036303,Own1,0.545,0.604,14155.644,13466.668,5.873,0.174,0.385,-0.432,0.061,594.527,480.248,0.555,536.148,-247.345,-69.492,100,-10870480.36,-2786402.912,567748.2074,284.5398858,336.4981131,9.969465635,22.05887511
1036403,Own1,0.545,0.604,14162.67,13473.694,5.876,0.177,0.38,-0.429,0.061,593.799,479.584,0.554,536.109,-245.232,-71.031,100,-10854138.37,-2793942.08,565630.0655,284.1464755,336.6700004,10.14135297,21.77239621
1036503,Own1,0.545,0.604,14171.061,13482.084,5.879,0.18,0.376,-0.425,0.06,592.942,478.838,0.553,536.03,-242.804,-72.794,99,-10837797.57,-2801416.842,563465.0143,283.7044815,336.8418878,10.31324031,21.5432131
1036602,Own1,0.545,0.604,14177.178,13488.201,5.881,0.181,0.375,-0.423,0.059,592.326,478.266,0.553,535.954,-241.097,-74.001,100,-10821622.56,-2808743.59,561268.4141,283.3655799,336.9564793,10.37053609,21.48591732
1036702,Own1,0.545,0.604,14184.647,13495.67,5.883,0.182,0.374,-0.42,0.058,591.585,477.579,0.552,535.847,-239.086,-75.364,100,-10805286.48,-2816092.316,559012.8362,282.9585425,337.0710709,10.42783187,21.42862154
1036802,Own1,0.545,0.604,14192.247,13503.27,5.886,0.183,0.374,-0.417,0.056,590.842,476.944,0.551,535.724,-237.117,-76.621,100,-10788953.67,-2823379.746,556715.7135,282.5823143,337.2429582,10.48512765,21.42862154
1036902,Own1,0.545,0.604,14201.265,13512.289,5.889,0.184,0.374,-0.413,0.055,589.973,476.149,0.55,535.563,-234.869,-77.958,100,-10772624.6,-2830607.16,554380.2771,282.1112885,337.4148456,10.54242343,21.42862154
1037002,Own1,0.545,0.604,14207.799,13518.822,5.891,0.185,0.375,-0.411,0.054,589.35,475.567,0.55,535.438,-233.292,-78.838,100,-10756300.44,-2837766.054,552004.0883,281.766462,337.5294371,10.59971921,21.48591732
1037102,Own1,0.545,0.604,14215.732,13526.756,5.893,0.186,0.376,-0.408,0.053,588.601,474.907,0.549,535.278,-231.425,-79.821,99,-10739980.09,-2844876.881,549601.0769,281.3754217,337.6440287,10.65701499,21.5432131
1037201,Own1,0.545,0.604,14223.761,13534.784,5.895,0.187,0.376,-0.405,0.052,587.849,474.216,0.549,535.107,-229.582,-80.739,100,-10723827.78,-2851860.262,547192.4329,280.9660144,337.7586202,10.71431077,21.5432131
1037301,Own1,0.545,0.604,14231.878,13542.902,5.898,0.187,0.379,-0.403,0.051,587.095,473.523,0.548,534.897,-227.461,-81.729,100,-10707517.52,-2858858.006,544731.4783,280.5554221,337.9305076,10.71431077,21.71510044
1037401,Own1,0.545,0.604,14240.077,13551.101,5.9,0.188,0.385,-0.4,0.05,586.342,472.859,0.547,534.746,-225.962,-82.369,100,-10691213.66,-2865791.102,542240.3481,280.1620118,338.0450991,10.77160655,22.05887511
1037501,Own1,0.545,0.604,14248.349,13559.372,5.903,0.188,0.396,-0.397,0.048,585.59,472.166,0.546,534.572,-224.167,-83.053,100,-10674914.4,-2872678.507,539729.7104,279.7514195,338.2169865,10.77160655,22.68912869
1037601,Own1,0.545,0.604,14256.685,13567.708,5.906,0.188,0.41,-0.394,0.047,584.84,471.474,0.546,534.414,-222.355,-83.652,104,-10658620.45,-2879511.2,537198.2242,279.3414197,338.3888738,10.77160655,23.4912696
1037705,Own1,0.545,0.604,14265.077,13576.1,5.909,0.188,0.427,-0.391,0.046,584.091,470.824,0.545,534.277,-220.51,-84.177,99,-10641679.75,-2886559.762,534546.4905,278.9563042,338.5607611,10.77160655,24.46529785
1037804,Own1,0.545,0.604,14273.518,13584.541,5.912,0.188,0.445,-0.388,0.045,583.343,470.123,0.544,534.161,-218.63,-84.626,100,-10625557.63,-2893213.776,532006.4018,278.540972,338.7326485,10.77160655,25.49662188
1037904,Own1,0.545,0.604,14281.999,13593.023,5.916,0.187,0.463,-0.385,0.044,582.596,469.443,0.544,534.068,-216.716,-84.992,100,-10609276.21,-2899877.699,529426.9699,278.138082,338.9618316,10.71431077,26.52794591
1038004,Own1,0.545,0.604,14290.513,13601.537,5.919,0.187,0.479,-0.382,0.043,581.851,468.785,0.543,533.995,-214.776,-85.271,100,-10592997.62,-2906483.283,526836.3823,277.7482267,339.1337189,10.71431077,27.44467839
1038104,Own1,0.545,0.604,14299.051,13610.074,5.922,0.186,0.494,-0.379,0.042,581.108,468.088,0.542,533.938,-212.82,-85.466,100,-10576721.25,-2913029.735,524237.2906,277.3352644,339.3056063,10.65701499,28.30411508
1038204,Own1,0.545,0.604,14307.603,13618.627,5.924,0.184,0.507,-0.376,0.04,580.368,467.404,0.542,533.893,-210.868,-85.56,100,-10560446.63,-2919516.568,521632.2552,276.9300044,339.4201978,10.54242343,29.04896021
1038304,Own1,0.545,0.604,14316.158,13627.182,5.927,0.183,0.518,-0.373,0.038,579.634,466.766,0.541,533.858,-208.942,-85.528,99,-10544173.37,-2925943.903,519024.3547,276.5519988,339.5920852,10.48512765,29.67921379
1038403,Own1,0.545,0.604,14324.704,13635.728,5.929,0.18,0.528,-0.37,0.035,578.906,466.091,0.54,533.83,-207.048,-85.373,100,-10528063.9,-2932248.846,516443.4988,276.1520712,339.7066767,10.31324031,30.25217158
1038503,Own1,0.545,0.604,14331.81,13642.833,5.93,0.177,0.537,-0.367,0.032,578.304,465.553,0.54,533.811,-205.509,-85.133,100,-10511792.56,-2938559.746,513841.2982,275.8333141,339.7639725,10.14135297,30.7678336
1038603,Own1,0.545,0.604,14341.709,13652.733,5.93,0.17,0.547,-0.364,0.025,577.479,464.768,0.539,533.787,-203.506,-84.495,100,-10495521.81,-2944823.736,511246.4128,275.3682132,339.7639725,9.740282517,31.34079139
1038703,Own1,0.545,0.604,14350.115,13661.138,5.928,0.161,0.556,-0.362,0.017,576.791,464.159,0.538,533.759,-202.012,-83.55,100,-10479251.78,-2951026.675,508670.9738,275.0073896,339.649381,9.224620502,31.85645341
1038803,Own1,0.545,0.604,14358.405,13669.428,5.926,0.152,0.563,-0.36,0.009,576.124,463.526,0.538,533.718,-200.775,-82.178,100,-10462982.61,-2957184.075,506124.3389,274.6323464,339.5347894,8.708958486,32.25752387
1038903,Own1,0.545,0.604,14366.536,13677.559,5.923,0.143,0.57,-0.358,0.001,575.476,462.922,0.537,533.658,-199.806,-80.375,99,-10446714.69,-2963303.772,503619.523,274.2744853,339.3629021,8.19329647,32.65859432
1039002,Own1,0.545,0.604,14374.467,13685.49,5.921,0.133,0.576,-0.357,-0.006,574.847,462.363,0.537,533.574,-199.087,-78.183,100,-10430611.25,-2969333.031,501194.1618,273.943286,339.2483105,7.620338675,33.002369
1039102,Own1,0.545,0.604,14382.162,13693.185,5.918,0.124,0.581,-0.356,-0.012,574.237,461.802,0.536,533.468,-198.582,-75.665,100,-10414347.72,-2975401.277,498811.115,273.6109017,339.0764232,7.10467666,33.2888479
1039202,Own1,0.545,0.604,14389.591,13700.615,5.916,0.115,0.587,-0.356,-0.016,573.642,461.274,0.536,533.339,-198.25,-72.886,100,-10398087.42,-2981454.129,496504.8177,273.2980695,338.9618316,6.589014644,33.63262257
1039302,Own1,0.545,0.604,14396.732,13707.755,5.914,0.107,0.592,-0.356,-0.02,573.063,460.723,0.535,533.187,-198.058,-69.9,100,-10381831.05,-2987496.863,494283.2254,272.9716101,338.84724,6.130648408,33.91910147
1039402,Own1,0.545,0.604,14403.566,13714.59,5.913,0.1,0.597,-0.356,-0.022,572.5,460.206,0.535,533.018,-197.962,-66.772,99,-10365579.31,-2993533.744,492152.6475,272.6652952,338.7899443,5.729577951,34.20558037
1039501,Own1,0.545,0.604,14410.084,13721.108,5.912,0.094,0.601,-0.356,-0.023,571.952,459.721,0.534,532.84,-197.913,-63.579,100,-10349495.19,-2999507.36,490137.7646,272.3779398,338.7326485,5.385803274,34.43476349
1039601,Own1,0.545,0.604,14416.283,13727.306,5.912,0.089,0.603,-0.356,-0.022,571.424,459.222,0.534,532.664,-197.851,-60.408,100,-10333254.03,-3005539.821,488199.8531,272.0822896,338.7326485,5.099324377,34.54935505
1039701,Own1,0.545,0.604,14421.208,13732.232,5.913,0.086,0.605,-0.356,-0.021,570.996,458.846,0.533,532.498,-197.746,-57.304,100,-10317018.23,-3011570.393,486358.5949,271.8595151,338.7899443,4.927437038,34.66394661
1039801,Own1,0.545,0.604,14427.746,13738.77,5.914,0.081,0.606,-0.355,-0.02,570.417,458.311,0.533,532.344,-197.585,-54.283,100,-10300787.5,-3017597.765,484611.9477,271.5425355,338.84724,4.640958141,34.72124238
1039901,Own1,0.545,0.604,14433.025,13744.049,5.914,0.075,0.606,-0.355,-0.02,569.939,457.875,0.532,532.195,-197.405,-51.291,100,-10284561.46,-3023620.229,482957.3817,271.2842119,338.84724,4.297183463,34.72124238
1040001,Own1,0.545,0.604,14438.003,13749.027,5.913,0.069,0.607,-0.355,-0.021,569.478,457.444,0.532,532.042,-197.252,-48.262,100,-10268339.95,-3029637.206,481394.013,271.0288507,338.7899443,3.953408786,34.77853816
1040101,Own1,0.545,0.604,14441.918,13752.942,5.913,0.064,0.607,-0.355,-0.022,569.107,457.12,0.531,531.906,-197.159,-45.688,99,-10252123.12,-3035649.52,479922.9694,270.8368855,338.7899443,3.666929889,34.77853816
1040200,Own1,0.545,0.604,14447.034,13758.058,5.912,0.056,0.607,-0.355,-0.024,568.608,456.669,0.531,531.703,-197.087,-42.001,100,-10236072.55,-3041598.905,478544.3081,270.5696746,338.7326485,3.208563653,34.77853816
1040300,Own1,0.545,0.604,14451.074,13762.098,5.911,0.05,0.608,-0.355,-0.025,568.2,456.295,0.531,531.519,-197.066,-38.783,100,-10219866.05,-3047606.19,477264.102,270.3480851,338.6753527,2.864788976,34.83583394
1040400,Own1,0.545,0.604,14454.79,13765.814,5.911,0.045,0.608,-0.355,-0.025,567.81,455.935,0.53,531.33,-197.063,-35.541,100,-10203665.15,-3053612.834,476081.9818,270.1347904,338.6753527,2.578310078,34.83583394
1040500,Own1,0.545,0.604,14457.64,13768.663,5.911,0.041,0.608,-0.355,-0.024,567.499,455.661,0.53,531.174,-197.054,-32.849,100,-10187470.02,-3059619.388,474998.679,269.9724494,338.6753527,2.34912696,34.83583394
1040600,Own1,0.545,0.604,14461.256,13772.279,5.913,0.036,0.609,-0.355,-0.021,567.086,455.295,0.53,530.973,-196.986,-29.164,99,-10171279.64,-3065625.667,473997.4293,269.7555998,338.7899443,2.062648062,34.89312972
1040699,Own1,0.545,0.604,14464.02,13775.044,5.915,0.034,0.609,-0.355,-0.018,566.75,455.004,0.529,530.828,-196.835,-26.146,100,-10155257.22,-3071569.831,473117.3891,269.5831866,338.9045358,1.948056503,34.89312972
1040799,Own1,0.545,0.604,14466.491,13777.514,5.918,0.032,0.609,-0.355,-0.014,566.437,454.721,0.529,530.723,-196.573,-23.299,100,-10139077.39,-3077569.435,472320.4493,269.4155132,339.0764232,1.833464944,34.89312972
1040899,Own1,0.545,0.604,14468.339,13779.362,5.92,0.031,0.606,-0.354,-0.01,566.196,454.51,0.529,530.677,-196.255,-21.082,104,-10122900.76,-3083561.052,471610.2871,269.2904988,339.1910147,1.776169165,34.72124238
1041003,Own1,0.545,0.604,14470.628,13781.652,5.924,0.03,0.598,-0.353,-0.006,565.888,454.229,0.529,530.673,-195.664,-18.216,99,-10106078.52,-3089782.255,470941.9965,269.1240105,339.4201978,1.718873385,34.26287615
1041102,Own1,0.545,0.604,14472.336,13783.36,5.927,0.029,0.583,-0.352,-0.002,565.646,454.02,0.528,530.718,-195.036,-15.971,100,-10090065.16,-3095686.527,470392.3183,269.000181,339.5920852,1.661577606,33.40343946
1041202,Own1,0.545,0.604,14473.594,13784.618,5.929,0.028,0.565,-0.351,0.001,565.46,453.858,0.528,530.786,-194.445,-14.235,100,-10073888.68,-3101631.296,469905.5163,268.9041984,339.7066767,1.604281826,32.37211542
1041302,Own1,0.545,0.604,14474.92,13785.943,5.932,0.027,0.533,-0.35,0.004,565.258,453.678,0.528,530.898,-193.682,-12.308,100,-10057710.12,-3107558.052,469471.6283,268.7975511,339.8785641,1.546986047,30.53865048
1041402,Own1,0.545,0.604,14476.235,13787.258,5.935,0.026,0.481,-0.348,0.008,565.045,453.491,0.528,531.052,-192.753,-10.273,100,-10041528.15,-3113461.551,469096.4759,268.6867563,340.0504514,1.489690267,27.55926995
1041502,Own1,0.545,0.604,14477.183,13788.206,5.938,0.026,0.425,-0.347,0.01,564.867,453.334,0.528,531.18,-191.957,-8.716,100,-10025341.49,-3119336.734,468783.351,268.5937361,340.2223387,1.489690267,24.35070629
1041602,Own1,0.545,0.604,14477.86,13788.883,5.94,0.026,0.374,-0.346,0.012,564.716,453.205,0.527,531.268,-191.316,-7.554,99,-10009150.93,-3125187.655,468517.6841,268.5173055,340.3369303,1.489690267,21.42862154
1041701,Own1,0.545,0.604,14478.552,13789.576,5.941,0.026,0.311,-0.344,0.015,564.523,453.039,0.527,531.339,-190.594,-6.325,100,-9993119.615,-3130960.723,468289.7379,268.4189529,340.3942261,1.489690267,17.81898743
1041801,Own1,0.545,0.604,14479.13,13790.154,5.943,0.026,0.253,-0.343,0.017,564.315,452.865,0.527,531.363,-189.839,-5.106,100,-9976924.206,-3136770.099,468096.9495,268.3158605,340.5088176,1.489690267,14.49583222
1041901,Own1,0.545,0.604,14479.682,13790.706,5.944,0.027,0.196,-0.342,0.02,564.062,452.65,0.527,531.342,-189.272,-4.227,100,-9960728.064,-3142556.462,467941.3168,268.1884762,340.5661134,1.546986047,11.22997278
1042001,Own1,0.545,0.604,14480.008,13791.031,5.945,0.028,0.164,-0.342,0.022,563.88,452.496,0.527,531.302,-188.854,-3.595,100,-9944532.563,-3148325.543,467812.4762,268.0972334,340.6234092,1.604281826,9.39650784
1042101,Own1,0.545,0.604,14480.334,13791.357,5.946,0.028,0.132,-0.341,0.023,563.661,452.314,0.526,531.231,-188.411,-2.94,100,-9928338.282,-3154081.883,467702.8993,267.9894011,340.680705,1.604281826,7.563042896
1042201,Own1,0.545,0.604,14480.599,13791.623,5.946,0.029,0.108,-0.34,0.025,563.44,452.129,0.526,531.137,-188.025,-2.383,99,-9912146.164,-3159824.72,467613.287,267.8797913,340.680705,1.661577606,6.187944187
1042300,Own1,0.545,0.604,14480.844,13791.868,5.947,0.029,0.089,-0.34,0.026,563.185,451.916,0.526,531.007,-187.634,-1.833,100,-9896118.804,-3165498.481,467541.3786,267.7535919,340.7380008,1.661577606,5.099324377
1042400,Own1,0.545,0.604,14480.982,13792.006,5.947,0.03,0.081,-0.339,0.027,563.004,451.765,0.526,530.905,-187.38,-1.496,100,-9879933.513,-3171217.635,467485.5081,267.6641267,340.7380008,1.718873385,4.640958141
1042500,Own1,0.545,0.604,14481.114,13792.138,5.947,0.03,0.075,-0.339,0.028,562.786,451.585,0.526,530.777,-187.09,-1.143,100,-9863751.332,-3176929.047,467439.9095,267.5574793,340.7380008,1.718873385,4.297183463
1042600,Own1,0.545,0.604,14481.213,13792.236,5.948,0.031,0.072,-0.338,0.029,562.566,451.403,0.525,530.644,-186.809,-0.838,100,-9847573.053,-3182631.619,467405.0704,267.449647,340.7952965,1.776169165,4.125296125
1042700,Own1,0.545,0.604,14481.292,13792.316,5.948,0.031,0.07,-0.338,0.03,562.309,451.19,0.525,530.485,-186.487,-0.535,99,-9831398.827,-3188325.627,467379.5279,267.3234476,340.7952965,1.776169165,4.010704566
1042799,Own1,0.545,0.604,14481.329,13792.353,5.948,0.031,0.07,-0.338,0.031,562.126,451.039,0.525,530.371,-186.259,-0.351,100,-9815391.141,-3193952.978,467363.3839,267.2339823,340.7952965,1.776169165,4.010704566
1042899,Own1,0.545,0.604,14481.354,13792.378,5.948,0.032,0.071,-0.337,0.031,561.908,450.859,0.525,530.235,-185.987,-0.16,100,-9799225.237,-3199630.221,467352.6853,267.127335,340.7952965,1.833464944,4.068000345
1042999,Own1,0.545,0.604,14481.362,13792.386,5.949,0.032,0.074,-0.337,0.032,561.69,450.679,0.525,530.102,-185.71,0,100,-9783063.477,-3205299.174,467347.8085,267.0206876,340.8525923,1.833464944,4.239887684
1043099,Own1,0.545,0.604,14481.355,13792.379,5.949,0.032,0.079,-0.337,0.033,561.472,450.499,0.524,529.972,-185.419,0.135,100,-9766905.772,-3210959.683,467347.8085,266.9140403,340.8525923,1.833464944,4.526366582
1043199,Own1,0.545,0.604,14481.336,13792.359,5.95,0.032,0.085,-0.336,0.033,561.251,450.318,0.524,529.847,-185.108,0.248,100,-9750752.029,-3216611.323,467351.9233,266.8068004,340.9098881,1.833464944,4.870141259
1043299,Own1,0.545,0.604,14481.306,13792.33,5.95,0.033,0.09,-0.336,0.033,561.029,450.135,0.524,529.726,-184.779,0.342,99,-9734602.096,-3222253.484,467359.4824,266.6983756,340.9098881,1.890760724,5.156620156
1043398,Own1,0.545,0.604,14481.268,13792.291,5.951,0.033,0.094,-0.335,0.034,560.806,449.951,0.524,529.61,-184.437,0.421,100,-9718617.313,-3227829.295,467369.8025,266.5893583,340.9671839,1.890760724,5.385803274
1043498,Own1,0.545,0.604,14481.222,13792.246,5.951,0.033,0.096,-0.335,0.034,560.583,449.768,0.524,529.496,-184.085,0.486,100,-9702474.604,-3233451.003,467382.6347,266.4809335,340.9671839,1.890760724,5.500394833
1043598,Own1,0.545,0.604,14481.171,13792.195,5.952,0.033,0.098,-0.334,0.034,560.36,449.585,0.523,529.384,-183.728,0.54,100,-9686335.37,-3239061.982,467397.4482,266.3725087,341.0244797,1.890760724,5.614986392
1043698,Own1,0.545,0.604,14481.115,13792.138,5.952,0.034,0.099,-0.334,0.035,560.136,449.401,0.523,529.273,-183.365,0.584,100,-9670199.55,-3244662.079,467413.9076,266.2634914,341.0244797,1.948056503,5.672282172
1043798,Own1,0.545,0.604,14481.055,13792.078,5.953,0.034,0.101,-0.333,0.035,559.913,449.217,0.523,529.163,-182.999,0.619,99,-9654067.112,-3250251.113,467431.7081,266.1544741,341.0817754,1.948056503,5.786873731
1043897,Own1,0.545,0.604,14480.991,13792.015,5.954,0.034,0.103,-0.332,0.035,559.691,449.035,0.523,529.056,-182.631,0.648,100,-9638099.319,-3255773.211,467450.3868,266.0466418,341.1390712,1.948056503,5.90146529
1043997,Own1,0.545,0.604,14480.925,13791.949,5.954,0.034,0.107,-0.332,0.035,559.471,448.854,0.523,528.953,-182.254,0.671,100,-9621973.496,-3261339.872,467470.1381,265.9394019,341.1390712,1.948056503,6.130648408
1044097,Own1,0.545,0.604,14480.857,13791.881,5.955,0.034,0.113,-0.331,0.035,559.25,448.673,0.522,528.855,-181.86,0.692,100,-9605850.812,-3266895.041,467490.5904,265.8321621,341.196367,1.948056503,6.474423085
1044197,Own1,0.545,0.604,14480.787,13791.811,5.956,0.034,0.12,-0.331,0.036,559.029,448.491,0.522,528.763,-181.446,0.711,100,-9589731.116,-3272438.201,467511.6828,265.7243298,341.2536628,1.948056503,6.875493542
1044297,Own1,0.545,0.604,14480.715,13791.738,5.957,0.034,0.127,-0.33,0.036,558.807,448.309,0.522,528.678,-181.01,0.731,99,-9573614.224,-3277968.743,467533.3544,265.6164974,341.3109586,1.948056503,7.276563998
1044396,Own1,0.545,0.604,14480.641,13791.664,5.958,0.034,0.135,-0.329,0.036,558.585,448.127,0.522,528.6,-180.551,0.754,100,-9557661.065,-3283430.822,467555.4127,265.5086651,341.3682543,1.948056503,7.734930234
1044496,Own1,0.545,0.604,14480.564,13791.588,5.959,0.034,0.141,-0.328,0.036,558.361,447.943,0.522,528.528,-180.069,0.779,100,-9541549.141,-3288934.083,467578.3949,265.3996478,341.4255501,1.948056503,8.078704911
1044596,Own1,0.545,0.604,14480.485,13791.508,5.96,0.034,0.146,-0.328,0.036,558.138,447.76,0.521,528.462,-179.572,0.809,100,-9525439.412,-3294422.653,467602.1391,265.291223,341.4828459,1.948056503,8.365183809
1044696,Own1,0.545,0.604,14480.416,13791.44,5.96,0.034,0.148,-0.327,0.036,557.953,447.608,0.521,528.399,-179.065,0.842,100,-9509331.694,-3299896.074,467626.7977,265.2011652,341.4828459,1.948056503,8.479775368
1044796,Own1,0.545,0.604,14480.316,13791.34,5.961,0.034,0.15,-0.326,0.036,557.693,447.395,0.521,528.336,-178.554,0.878,100,-9493225.897,-3305354.042,467652.4622,265.0749658,341.5401417,1.948056503,8.594366927
1044896,Own1,0.545,0.604,14480.226,13791.25,5.962,0.034,0.151,-0.325,0.036,557.47,447.212,0.521,528.275,-178.039,0.915,99,-9477122.02,-3310796.434,467679.224,264.966541,341.5974375,1.948056503,8.651662706
1044995,Own1,0.545,0.604,14480.133,13791.157,5.963,0.034,0.151,-0.324,0.036,557.247,447.029,0.52,528.214,-177.522,0.955,100,-9461181.022,-3316168.862,467706.8346,264.8581162,341.6547332,1.948056503,8.651662706
1045095,Own1,0.545,0.604,14480.052,13791.076,5.964,0.034,0.152,-0.324,0.036,557.061,446.877,0.52,528.163,-177.089,0.989,100,-9445080.864,-3321579.798,467735.9434,264.7680585,341.712029,1.948056503,8.708958486
1045195,Own1,0.545,0.604,14479.934,13790.957,5.965,0.034,0.152,-0.323,0.036,556.802,446.664,0.52,528.092,-176.483,1.039,100,-9428982.26,-3326977.537,467766.0885,264.6418591,341.7693248,1.948056503,8.708958486
1045295,Own1,0.545,0.604,14479.827,13790.851,5.966,0.034,0.153,-0.322,0.036,556.58,446.482,0.52,528.032,-175.961,1.084,100,-9412885.82,-3332356.804,467797.7576,264.5340268,341.8266206,1.948056503,8.766254266
1045395,Own1,0.545,0.604,14479.717,13790.74,5.967,0.034,0.153,-0.321,0.036,556.358,446.3,0.52,527.972,-175.439,1.13,102,-9396791.209,-3337720.16,467830.7983,264.4261944,341.8839164,1.948056503,8.766254266
1045497,Own1,0.545,0.604,14479.621,13790.645,5.968,0.034,0.153,-0.32,0.036,556.173,446.149,0.519,527.922,-175.004,1.169,90,-9380376.571,-3343174.555,467865.93,264.3367292,341.9412121,1.948056503,8.766254266
1045587,Own1,0.545,0.604,14479.481,13790.505,5.969,0.034,0.154,-0.319,0.036,555.915,445.937,0.519,527.851,-174.394,1.225,104,-9365894.439,-3347975.323,467897.9984,264.2111223,341.9985079,1.948056503,8.823550045
1045691,Own1,0.545,0.604,14479.356,13790.38,5.969,0.034,0.154,-0.318,0.036,555.694,445.756,0.519,527.791,-173.87,1.275,99,-9349161.781,-3353503.541,467936.8303,264.1038824,341.9985079,1.948056503,8.823550045
